Data set,Top 500 Topic Clusters by Scholarly Output
Entity,"National Cheng Kung University"
Year range,2013 to 2017
Filtered by,"not filtered"
Types of publications included,all publication types
Self-citations,included

Data source,Scopus
Date last updated,8 March 2019
Date exported,8 April 2019

,,At this Institution,,,,Worldwide
Topic Cluster,Topic Cluster Number,Scholarly Output,Publication share (%),Growth (%),Field-Weighted Citation Impact,Prominence percentile
"Micelles; Surface Active Agents; Critical Micelle Concentration",TC.406,17,0.26,-40.1,0.62,67.871
"Hybrid Vehicles; Fuel Economy; Electric Vehicles",TC.727,16,0.17,-,1.14,64.659
"Airports; Air Transportation; Aircraft",TC.763,16,0.22,-12.7,0.58,48.594
"Cataract; HSP90 Heat-Shock Proteins; Lenses",TC.484,16,0.25,-100.0,0.42,65.596
"Exercise; Athletes; Muscles",TC.100,16,0.06,14.9,0.44,92.369
"Brain Injuries; Wounds And Injuries; Patients",TC.258,16,0.09,-46.9,0.8,87.015
"PPAR Gamma; AMP-Activated Protein Kinases; Lipids",TC.434,16,0.18,-85.3,0.95,80.723
"Atomic Force Microscopy; Self Assembled Monolayers; Molecules",TC.345,16,0.15,-51.0,0.95,84.137
"Optogenetics; Electrophysiology; Microelectrodes",TC.892,16,0.21,-49.1,2.51,72.624
"Polyamines; Protein-Lysine 6-Oxidase; Spermidine",TC.956,16,0.63,-100.0,0.48,45.448
"Carbon Capture; Shale; Storage (Materials)",TC.635,16,0.13,42.9,0.32,80.254
"Stomach Neoplasms; Esophageal Neoplasms; Gastrectomy",TC.309,16,0.11,18.5,2.24,75.904
"Silicides; Germanium; Silicon",TC.1269,16,0.77,-75.9,0.55,26.908
"Cytomegalovirus; Cytomegalovirus Infections; Herpes Zoster",TC.225,16,0.14,-65.9,0.72,72.557
"Proteomics; Mass Spectrometry; Proteins",TC.227,16,0.1,-74.0,1.71,92.503
"Breast Neoplasms; Patients; Mammography",TC.89,16,0.06,-67.3,1.18,90.897
"Surgery; Needles; Robotics",TC.752,16,0.21,256.6,0.43,56.091
"Tribology; Friction; Wear Of Materials",TC.458,16,0.16,-3.2,0.67,65.194
"DNA Methylation; Epigenomics; Neoplasms",TC.478,15,0.11,-83.2,0.87,91.968
"Systemic Lupus Erythematosus; Systemic Scleroderma; Patients",TC.162,15,0.09,29.8,0.77,84.003
"Malnutrition; Enteral Nutrition; Patients",TC.313,15,0.14,-29.8,0.7,71.285
"Solvent Extraction; Leaching; Liquid Membranes",TC.656,15,0.23,-3.4,0.35,68.876
"Algebra; Category; Module",TC.38,15,0.06,-15.6,0.62,56.56
"Kalman Filters; Target Tracking; Algorithms",TC.333,15,0.1,-68.5,0.8,59.906
"Fiber Lasers; Fibers; Optical Fibers",TC.111,15,0.05,-100.0,1.13,88.353
"China; Asia; Chinese",TC.495,15,0.15,-,4.0,42.503
"Human Influenza; Orthomyxoviridae; Influenza Vaccines",TC.147,15,0.06,-11.1,1.2,91.432
"Prostatic Neoplasms; Prostate; Prostatectomy",TC.141,15,0.06,-100.0,0.68,94.779
"Tsunamis; Earthquakes; Geophysics",TC.748,15,0.25,28.2,0.81,59.438
"Inverse Problems; Boundary Value Problems; Heat Conduction",TC.930,15,0.32,88.3,0.78,28.246
"Glioma; Neoplasms; Glioblastoma",TC.222,15,0.09,-11.6,0.66,86.546
"Calcium Carbonate; Calcite; Fouling",TC.758,15,0.19,69.0,0.68,76.573
"Design; Human Computer Interaction; Websites",TC.742,15,0.19,254.1,0.29,54.15
"Flame Retardants; Fires; Smoke",TC.578,15,0.15,-20.0,0.22,71.954
"Students; Medical Students; Education",TC.43,15,0.04,-54.0,0.68,91.901
"Mitochondria; Mitochondrial DNA; Mutation",TC.320,15,0.13,-70.0,1.46,88.554
"Colorectal Neoplasms; Rectal Neoplasms; Patients",TC.93,15,0.05,-63.3,0.49,92.035
"Ships; Propellers; Hydrodynamics",TC.749,15,0.22,-100.0,0.89,34.27
"Containers; Freight Transportation; Ships",TC.881,15,0.22,34.9,1.51,56.225
"Opioid Analgesics; Pain; Prescriptions",TC.510,15,0.15,109.0,0.87,78.916
"Piezoelectric Motors; Piezoelectricity; Ultrasonic Equipment",TC.1341,15,0.53,-100.0,1.28,10.174
"Patients; Percutaneous Nephrostomy; Kidney Calculi",TC.249,15,0.11,-82.3,0.31,61.379
"Pharmacists; Pharmaceutical Preparations; Pharmacy",TC.199,15,0.08,-41.0,1.6,79.183
"Electroencephalography; Brain Computer Interface; Electrophysiology",TC.659,14,0.13,-38.2,1.36,76.975
"Smoking; Tobacco Products; Smoking Cessation",TC.205,14,0.07,-28.4,0.88,89.826
"Antioxidants; Rats; Silymarin",TC.540,14,0.15,-100.0,1.09,69.277
"Coronary Artery Disease; Patients; Echocardiography",TC.268,14,0.11,268.0,0.84,76.372
"Vehicles; Steering; Tires",TC.494,14,0.11,-78.8,1.4,65.328
"Reinforced Concrete; Concretes; Steel",TC.137,14,0.05,-51.5,0.5,89.224
"Spinal Cord Injuries; Wheelchairs; Rehabilitation",TC.841,14,0.22,-71.3,0.4,52.677
"Magnetron Sputtering; Nitriding; Coatings",TC.369,14,0.14,-24.5,0.55,72.289
"Inflammasomes; Inflammation; Toll-Like Receptor 4",TC.551,14,0.13,-,1.22,86.948
"Caenorhabditis Elegans; Caenorhabditis Elegans Proteins; Longevity",TC.1265,14,0.33,-28.5,1.18,64.793
"Scanning Tunneling Microscopy; Density Functional Theory; Surfaces",TC.216,14,0.19,-56.4,0.23,73.896
"Olea; Oils; Oils And Fats",TC.598,14,0.18,-57.1,0.77,77.644
"Memory; Hippocampus; Learning",TC.412,14,0.17,-84.2,0.7,80.12
"Cannabinoids; Cannabis; Endocannabinoids",TC.318,14,0.11,-42.9,2.07,88.42
"Vascular Endothelial Growth Factor A; Neoplasms; Endothelial Cells",TC.429,14,0.14,-100.0,0.77,79.05
"Child; Adolescent; Schools",TC.99,14,0.05,384.1,1.18,93.307
"Thyroid Neoplasms; Thyroid Gland; Thyroidectomy",TC.76,14,0.06,-73.5,0.91,89.357
"Lithography; Extreme Ultraviolet Lithography; Photoresists",TC.509,14,0.23,-17.6,0.31,36.011
"Railroads; Rails; Railroad Transportation",TC.606,14,0.15,-87.4,0.59,51.606
"Post-Traumatic Stress Disorders; Wounds And Injuries; Disasters",TC.283,14,0.08,-73.0,0.98,83.936
"Hypertension; Rats; Baroreflex",TC.804,13,0.49,-43.2,0.61,41.031
"Muscles; Duchenne Muscular Dystrophy; Skeletal Muscle",TC.385,13,0.13,169.3,1.03,80.589
"Radio Frequency Identification (RFID); Technology; Internet",TC.872,13,0.17,-52.9,1.5,62.316
"Arthroplasty; Hip; Knee",TC.123,13,0.05,-11.5,0.28,87.349
"Allergens; Hypersensitivity; Atopic Dermatitis",TC.116,13,0.07,-76.8,0.5,90.629
"Lignans; Piper; Schisandra",TC.968,13,0.28,-61.3,0.7,51.941
"Energy Harvesting; Harvesters; Piezoelectricity",TC.1142,13,0.18,161.0,0.86,62.45
"Carpal Tunnel Syndrome; Median Nerve; Muscles",TC.694,13,0.22,60.8,0.41,31.325
"Knowledge Management; Industry; Research",TC.325,13,0.11,161.4,1.58,67.47
"Oxytocin; Hydrocortisone; Anxiety",TC.432,13,0.16,73.0,1.04,82.664
"Transplants; Tissue Donors; Kidney Transplantation",TC.98,13,0.06,-22.5,0.73,83.333
"Steganography; Watermarking; Digital Watermarking",TC.525,13,0.12,11.7,0.8,56.693
"Urinary Bladder Neoplasms; Cystectomy; Carcinoma",TC.417,13,0.14,104.6,0.94,66.131
"Music; Music Therapy; Art",TC.1039,13,0.29,-11.2,1.05,39.826
"Genome-Wide Association Study; Single Nucleotide Polymorphism; Genes",TC.592,13,0.13,-,0.44,84.203
"Industry; Web Services; Models",TC.327,13,0.09,-100.0,0.75,72.088
"Metaphor; Dictionary; Language",TC.1174,13,0.26,-100.0,0.16,20.013
"Electric Fault Location; Electric Lines; Electric Power Distribution",TC.407,13,0.1,-48.3,1.59,56.827
"Bacillariophyta; Dinophyceae; Toxins",TC.334,13,0.15,187.3,1.11,78.447
"Women; Erectile Dysfunction; Testosterone",TC.194,13,0.1,74.7,0.7,77.443
"Neoplasms; Breast Neoplasms; Cells",TC.535,13,0.18,34.3,0.69,77.041
"Additives; Manufacture; Printing",TC.609,13,0.11,-,1.1,91.767
"Depression; Inflammation; Cytokines",TC.816,13,0.35,-73.8,1.06,57.831
"Hydrogen Storage; Hydrides; Dehydrogenation",TC.607,13,0.19,-62.9,1.16,72.356
"Syndrome; Intellectual Disability; Genes",TC.441,13,0.17,46.0,0.3,55.823
"Clustering Algorithms; Data Mining; Cluster Analysis",TC.740,12,0.15,-59.4,0.58,50.669
"Hearing; Hearing Loss; Cochlear Implants",TC.66,12,0.05,-100.0,0.75,87.483
"Detonation; Shock Waves; Explosives",TC.1252,12,0.4,-85.7,0.45,22.691
"Glucosinolates; NF-E2-Related Factor 2; Brassica",TC.1276,12,0.28,70.2,1.31,65.93
"Bilirubin; Carbon Monoxide; Heme Oxygenase-1",TC.781,12,0.21,198.7,1.2,58.233
"Diterpenes; Stevia; Euphorbia",TC.1219,12,0.35,-61.3,0.72,39.491
"Monetary Policy; Economic Growth; Exports",TC.21,12,0.03,-56.3,0.48,90.094
"Lenses; Microlenses; Refractive Index",TC.1099,12,0.36,119.6,0.33,18.608
"Random Variables; Order Statistics; Distribution",TC.806,12,0.21,-100.0,0.32,25.033
"Rocks; Rock Mechanics; Tunnels",TC.155,12,0.04,16.7,1.41,77.51
"Neoplastic Stem Cells; Neoplasms; Breast Neoplasms",TC.860,12,0.14,46.3,1.11,83.735
"Fisheries; Sharks; Fish",TC.63,12,0.06,-70.3,0.38,90.228
"Synthetic Aperture Radar; Radar; Radar Imaging",TC.204,12,0.05,-58.0,2.28,81.794
"Autonomous Underwater Vehicles; Underwater Acoustics; Remotely Operated Vehicles",TC.1150,12,0.23,-4.7,1.01,37.082
"Mental Health; Psychiatry; Depression",TC.661,12,0.15,156.1,1.21,61.847
"Atomic Clocks; Rubidium; Frequency Standards",TC.590,12,0.15,-38.2,0.59,53.347
"Silicon Carbide; Insulated Gate Bipolar Transistors (IGBT); MOSFET Devices",TC.648,12,0.17,-6.7,0.37,50.067
"Drops; Atomization; Jets",TC.1272,12,0.37,-74.0,0.38,31.727
"Corals; Coral Reefs; Cnidaria",TC.399,12,0.14,-70.1,0.8,80.388
"Failure Analysis; Bearings (Machine Parts); Roller Bearings",TC.670,12,0.13,-6.4,0.31,62.851
"Students; Teaching; Engineering Education; Laboratories",TC.633,12,0.18,-17.0,0.5,35.542
"Transforming Growth Factor Beta; Fibrosis; Neoplasms",TC.904,11,0.19,-7.7,0.96,65.395
"Reservoirs (Water); Oil Well Flooding; Hydraulic Fracturing",TC.164,11,0.04,62.7,0.41,84.07
"Heavy Metals; Soils; Cadmium",TC.214,11,0.07,-88.7,1.14,90.161
"Photosystem II Protein Complex; Photosynthesis; Chlorophyll",TC.329,11,0.13,142.0,1.9,83.668
"Injection Molding; Molds; Plastic Products",TC.1275,11,0.38,-28.2,0.38,12.784
"Tea; Polyphenols; Anthocyanins",TC.294,11,0.06,-43.4,1.45,94.11
"Advanced Glycosylation End Products; HMGB1 Protein; Pyruvaldehyde",TC.736,11,0.16,-36.5,1.04,71.084
"Artificial Respiration; Adult Respiratory Distress Syndrome; Noninvasive Ventilation",TC.382,11,0.11,-100.0,0.15,71.218
"Library; Librarian; Information",TC.277,11,0.1,-,0.83,49.933
"Tomography; Electric Impedance Tomography; Electric Impedance Measurement",TC.1055,11,0.22,-79.0,1.01,37.818
"Ubiquitins; Endoplasmic Reticulum Stress; Proteasome Endopeptidase Complex",TC.687,11,0.12,-54.9,0.87,83.869
"Folic Acid; Homocysteine; Vitamin B 12",TC.378,11,0.13,11.9,0.52,72.825
"Neural Networks; Self Organizing Maps; Algorithms",TC.1022,11,0.31,-13.7,0.73,23.025
"Orthodontics; Malocclusion; Temporomandibular Joint",TC.236,11,0.08,-100.0,0.98,63.989
"Agents; Game Theory; Models",TC.173,11,0.05,39.6,0.65,81.058
"Radiative Transfer; Heat Radiation; Furnaces",TC.1116,11,0.33,-4.9,0.34,27.108
"Leaching; Ores; Bioleaching",TC.825,11,0.2,-49.0,0.99,52.477
"Fullerenes; Porphyrins; Isomers",TC.731,11,0.24,68.0,1.37,60.04
"Watersheds; Soil Erosion; Catchments",TC.476,11,0.13,-100.0,0.37,74.163
"Applications; Models; Ubiquitous Computing",TC.440,11,0.11,-49.6,0.87,63.253
"Reliability; Maintenance; Reliability Analysis",TC.353,11,0.08,166.0,2.38,68.407
"Polishing; Abrasives; Chemical Mechanical Polishing",TC.1155,10,0.27,-100.0,0.25,20.08
"Magnetic Resonance Imaging; Image Segmentation; Medical Imaging",TC.507,10,0.09,-100.0,0.77,69.88
"Structural Health Monitoring; Damage Detection; Modal Analysis",TC.514,10,0.09,-75.6,0.7,69.746
"Petri Nets; Discrete Event Simulation; Control",TC.1051,10,0.24,289.9,0.42,29.116
"Students; Education; Teaching",TC.542,10,0.08,-11.4,1.01,74.833
"Intelligent Buildings; Internet; Bluetooth",TC.1090,10,0.17,-64.8,0.57,41.633
"Laser Damage; Fused Silica; High Power Lasers",TC.1004,10,0.24,308.3,0.36,23.226
"Students; Teaching; Education; Computer Science",TC.559,10,0.1,141.1,0.87,53.414
"Proteins; Membranes; Endocytosis",TC.498,10,0.14,214.1,1.95,78.246
"Vitiligo; Skin; Therapeutics",TC.523,10,0.12,-70.4,0.42,62.115
"Telomere; Telomerase; G-Quadruplexes",TC.863,10,0.13,-23.6,1.35,86.479
"Dinosaur; Cretaceous; Fossils",TC.375,10,0.16,-68.6,1.23,58.099
"Pharmaceutical Preparations; Generic Drugs; Commerce",TC.924,10,0.17,-,0.54,44.98
"Buildings; Design; Urban Planning",TC.857,10,0.13,-100.0,0.84,59.772
"Radon; Radioisotopes; Radioactivity",TC.242,10,0.07,-50.4,0.33,72.959
"Rivers; Fish; Streams",TC.149,10,0.07,-100.0,2.46,82.53
"Emergencies; Patients; Hospitals",TC.675,10,0.12,-100.0,0.91,57.965
"Solitons; Waves; Nonlinear Equations",TC.235,10,0.07,-,0.85,72.49
"Mesothelioma; Asbestos; Neoplasms",TC.682,10,0.19,-69.3,0.49,54.351
"Controllers; Three Term Control Systems; Proportional Control Systems",TC.593,10,0.14,-100.0,0.25,36.613
"Inflammatory Bowel Diseases; Crohn Disease; Ulcerative Colitis",TC.276,10,0.07,189.6,0.95,85.877
"Aortic Valve; Mitral Valve; Aortic Valve Stenosis",TC.243,10,0.05,171.4,0.52,86.814
"Galaxies; Stars; Planets",TC.1,10,0.02,-,5.48,99.264
"Psychology; Well-Being; Happiness",TC.713,10,0.12,-57.6,0.22,65.663
"Uranium; Radioactive Wastes; Uranium Compounds",TC.821,10,0.22,60.3,0.22,60.174
"Peptides; Proteins; Peptidylprolyl Isomerase",TC.722,10,0.22,-100.0,0.92,65.127
"Suicide; Suicidal Ideation; Wounds And Injuries",TC.531,10,0.11,-19.8,0.52,73.829
"Thermography (Imaging); Thermography (Temperature Measurement); Thermal Printing",TC.1040,10,0.23,-75.7,0.44,42.303
"Creativity; Students; Gifted",TC.905,10,0.2,134.4,0.34,42.102
"Accident Prevention; Accidents; Safety Engineering",TC.638,10,0.13,33.7,0.71,54.284
"Insulin; Insulin-Secreting Cells; Islets Of Langerhans",TC.331,10,0.1,347.3,1.2,82.062
"Pesticides; Pesticide Residues; Solid Phase Extraction",TC.404,10,0.08,-,0.75,92.169
"Fractional; Fractional Order; Derivatives",TC.522,10,0.08,-79.2,0.6,75.569
"STAT3 Transcription Factor; Interleukin-6; Neoplasms",TC.831,10,0.19,-100.0,0.8,62.718
"Manganese Oxide; Manganites; Perovskite",TC.526,9,0.1,-31.3,1.95,73.963
"Hard Disk Storage; Lubricants; Magnetic Recording",TC.1393,9,0.55,-,0.52,3.949
"Acoustics; Architectural Acoustics; Acoustic Waves",TC.647,9,0.12,-44.7,0.45,41.968
"Visualization; Data Visualization; Flow Visualization",TC.936,9,0.14,-,0.59,50.402
"Sphingosine; Enzyme Replacement Therapy; Sphingolipids",TC.330,9,0.08,1.6,0.88,81.191
"Pregnancy; Pre-Eclampsia; Women",TC.85,9,0.04,-6.5,1.12,90.696
"Sports; Students; Athletes",TC.443,9,0.08,11.1,0.46,73.293
"Urotensins; Gills; Fishes",TC.1046,9,0.46,-,0.97,19.277
"Measurements; Machine Tools; Errors",TC.686,9,0.11,245.9,0.23,35.475
"Hypertension; Blood Pressure; Patients",TC.157,9,0.05,118.4,0.62,82.932
"Stormwater; Storm Sewers; Rainwater",TC.876,9,0.14,-46.4,0.7,67.403
"Adenoviridae; Neoplasms; Dependovirus",TC.477,9,0.14,-48.3,1.09,67.135
"Disinfection; Coagulation; Potable Water",TC.575,9,0.12,-76.8,0.62,74.766
"Complementary Therapies; Homeopathy; Patients",TC.474,9,0.12,16.4,0.9,52.276
"Nitric Oxide; Arginine; Nitric Oxide Synthase Type III",TC.449,9,0.14,268.0,1.15,70.013
"Syphilis; Chlamydia Trachomatis; Infection",TC.348,9,0.1,-100.0,0.81,66.399
"Catheters; Renal Dialysis; Central Venous Catheters",TC.651,9,0.12,-,0.36,43.307
"Research; Technology; Industry",TC.637,9,0.09,-100.0,1.19,70.281
"Optimization; Uncertainty Analysis; Reliability Analysis",TC.683,9,0.1,20.7,0.64,60.107
"Caves; Karst; Speleothem",TC.870,9,0.21,-0.2,0.26,43.574
"Students; Science; Learning",TC.230,9,0.05,138.8,0.76,70.75
"Emotions; Anxiety; Depression",TC.167,9,0.04,56.7,0.23,95.515
"Wood; Timber; Wood Products",TC.302,9,0.07,-100.0,2.47,72.155
"X Ray Powder Diffraction; Crystal Structure; Minerals",TC.774,9,0.23,233.0,0.76,46.452
"Electron Microscopy; Aberrations; Electron Microscopes",TC.771,9,0.17,-3.0,0.42,68.541
"Pharmaceutical Preparations; P-Glycoprotein; Pharmacokinetics",TC.381,9,0.11,-100.0,0.5,75.703
"Railroads; Railroad Transportation; Rails",TC.1306,9,0.21,-43.3,1.46,35.944
"Chemokine Receptors; Chemokines; Macrophage Migration-Inhibitory Factors",TC.1119,9,0.2,-1.6,0.97,58.3
"Glaciers; Holocene; Glacial Geology",TC.103,9,0.05,-68.4,1.12,91.098
"Skin; Skin Aging; Cornea",TC.790,9,0.17,-,1.37,52.343
"Gallium Arsenide; Semiconducting Gallium; Solar Cells",TC.861,9,0.33,-100.0,0.27,18.407
"Huntington Disease; Myotonic Dystrophy; Spinocerebellar Ataxias",TC.794,9,0.14,101.0,0.89,65.73
"Rehabilitation; Depression; Patients",TC.601,9,0.13,-7.6,0.72,59.304
"Welding; Friction Stir Welding; Welds",TC.270,9,0.05,-44.2,0.04,84.672
"Retroelements; Genome; DNA Transposable Elements",TC.1138,8,0.27,-,0.54,45.984
"Oral Health; Periodontitis; Dental Caries",TC.125,8,0.04,-100.0,0.89,84.605
"Facial Paralysis; Brachial Plexus; Nerve Regeneration",TC.981,8,0.2,96.6,1.66,32.597
"Lizards; Turtles; Frogs",TC.126,8,0.05,-100.0,0.47,76.506
"Fish; Brazil; Siluriformes",TC.730,8,0.17,3.9,2.78,43.641
"Wounds And Injuries; Pressure Ulcer; Bandages",TC.372,8,0.08,-32.3,0.56,66.667
"Pituitary Neoplasms; Growth Hormone; Acromegaly",TC.217,8,0.07,-100.0,0.89,68.942
"Heart Failure; Patients; Brain Natriuretic Peptide",TC.300,8,0.07,-,1.02,84.739
"Ising Model; Models; Lattices",TC.400,8,0.11,-50.4,0.38,47.925
"Streptomyces; Actinobacteria; Anti-Bacterial Agents",TC.543,8,0.12,109.0,0.42,76.707
"Synthesis (Chemical); Derivatives; Pyridines",TC.67,8,0.03,-100.0,0.57,92.704
"Forests; Landscapes; Plants",TC.151,8,0.04,-,3.04,94.712
"Graph In Graph Theory; Coloring; Graphic Methods",TC.262,8,0.05,160.6,0.79,59.505
"Sepsis; Acute Kidney Injury; Patients",TC.251,8,0.04,-21.8,0.58,88.153
"Oceans; Lakes; Dissolved Organic Matter",TC.52,8,0.03,-77.5,0.53,95.984
"Obesity; Leptin; Adiponectin",TC.257,8,0.05,43.6,0.59,91.633
"Neoplasms; Sarcoma; Bone And Bones",TC.193,8,0.05,-,0.6,68.742
"Pneumothorax; Lung; Pleural Effusion",TC.693,8,0.13,-100.0,0.36,31.191
"Slags; Continuous Casting; Steelmaking",TC.628,8,0.12,-,0.32,33.133
"Liver Transplantation; Liver; Fibrosis",TC.144,8,0.05,-100.0,1.04,81.526
"Iron; Anemia; Erythropoietin",TC.238,8,0.06,-,1.18,83.133
"Network Management; Models; Applications",TC.1036,8,0.26,72.9,0.87,12.048
"Whales; Dolphins; Seals",TC.516,8,0.11,-28.9,2.32,85.274
"Vehicle Routing; Algorithms; Vehicles",TC.931,8,0.12,-,0.58,62.182
"China; Chinese; Qing",TC.677,8,0.11,-,0.27,13.119
"Wounds And Injuries; Patients; Emergencies",TC.380,8,0.08,-11.9,0.5,51.339
"Amyotrophic Lateral Sclerosis; Motor Neurons; Patients",TC.1021,8,0.14,-45.5,2.09,78.514
"Nanoparticles; Liposomes; Pharmaceutical Preparations",TC.473,8,0.08,-3.6,0.63,91.7
"Cadmium; Lead; Chromium",TC.373,8,0.11,-,0.93,68.139
"Verbs; Language; Semantics",TC.298,8,0.06,-18.6,0.03,28.179
"Hyaluronic Acid; Neoplasms; Glycosaminoglycans",TC.644,8,0.13,48.4,0.79,70.214
"Lubrication; Bearings (Machine Parts); Seals",TC.541,8,0.1,-66.6,0.17,50.469
"Boron; Hydrogen Production; Ammonia",TC.896,8,0.15,-100.0,0.88,78.648

"© 2019 Elsevier B.V. All rights reserved. SciVal, RELX Group and the RE symbol are trade marks of RELX Intellectual Properties SA, used under license."
