Data set,Top 500 Topic Clusters by Scholarly Output
Entity,"University of Massachusetts"
Year range,2013 to 2017
Filtered by,"not filtered"
Types of publications included,all publication types
Self-citations,included

Data source,Scopus
Date last updated,8 March 2019
Date exported,8 April 2019

,,At this Institution,,,,Worldwide
Topic Cluster,Topic Cluster Number,Scholarly Output,Publication share (%),Growth (%),Field-Weighted Citation Impact,Prominence percentile
"Translation; Translator; Interpreter",TC.1131,10,0.17,-100.0,0.52,12.249
"Migration; Migrant; Immigrant",TC.419,10,0.08,419.9,1.41,59.572
"Near Infrared Spectroscopy; Raman Spectrum Analysis; Infrared Devices",TC.451,10,0.09,75.8,1.22,78.715
"Patents; Copyright; Intellectual Property",TC.586,10,0.14,-43.8,1.26,28.715
"Conflict; Peace; War",TC.489,10,0.09,-17.6,0.61,51.874
"Indigenous Peoples; Language; American Indians",TC.961,10,0.22,-52.2,1.09,16.399
"Geothermal Fields; Strike-Slip Faults; Faulting",TC.769,10,0.37,19.1,0.61,27.242
"Pollinators; Flowers; Pollination",TC.1035,10,0.31,-9.8,2.13,41.7
"Taste; Odors; Smell",TC.594,10,0.18,-,1.0,64.123
"Multiple Sclerosis; Patients; Neuromyelitis Optica",TC.304,10,0.07,-55.0,1.06,87.952
"Reynolds Number; Boundary Layers; Large Eddy Simulation",TC.34,10,0.03,-100.0,0.56,89.96
"DNA Repair; DNA Damage; Neoplasms",TC.104,10,0.05,-31.4,1.42,93.574
"Students; Education; Teaching",TC.542,10,0.08,32.9,0.61,74.833
"Whales; Dolphins; Seals",TC.516,10,0.13,-100.0,1.1,85.274
"Mitochondria; Mitochondrial DNA; Mutation",TC.320,10,0.09,-64.1,2.3,88.554
"Health Literacy; Patients; Internet",TC.717,9,0.09,45.4,0.87,69.612
"Mycotoxins; Aflatoxins; Ochratoxins",TC.457,9,0.11,-55.5,1.4,81.727
"Hemiptera; Pseudococcidae; Scale Insects",TC.1394,9,0.66,-100.0,0.7,3.079
"Graph In Graph Theory; Coloring; Graphic Methods",TC.262,9,0.06,-,2.18,59.505
"Latin America; Bolivia; Ecuador",TC.828,9,0.14,-42.9,0.94,32.062
"Mesenchymal Stromal Cells; Stem Cells; Induced Pluripotent Stem Cells",TC.163,9,0.03,-66.3,0.55,97.657
"Flame Retardants; Fires; Smoke",TC.578,9,0.09,0.0,0.71,71.954
"Personality; Borderline Personality Disorder; Personality Disorders",TC.689,9,0.13,-7.4,1.69,62.985
"Bubble Columns; Mass Transfer; Liquids",TC.805,9,0.19,-100.0,0.8,50.335
"Chronic Obstructive Pulmonary Disease; Asthma; Patients",TC.39,9,0.03,-100.0,0.72,94.177
"Rubber; Elastomers; Butadiene",TC.634,9,0.14,10.7,1.17,63.722
"Biodiesel; Diesel Engines; Engine Cylinders",TC.165,9,0.04,-66.3,1.96,93.909
"Caves; Karst; Speleothem",TC.870,9,0.21,-50.1,1.6,43.574
"Computational Geometry; Convex Body; Algorithms",TC.901,9,0.18,-35.2,0.79,18.273
"Shakespeare; Early Modern; Theatre",TC.755,9,0.17,-,1.08,1.941
"Post-Traumatic Stress Disorders; Wounds And Injuries; Disasters",TC.283,9,0.05,-59.5,1.46,83.936
"Applications; Models; Ubiquitous Computing",TC.440,9,0.09,353.9,1.04,63.253
"Matrix; Matrix Algebra; Matrix Equation",TC.783,9,0.17,-,2.32,21.553
"Tsunamis; Earthquakes; Geophysics",TC.748,9,0.15,-68.0,1.52,59.438
"Nurses; Nursing; Students",TC.212,9,0.06,-100.0,0.9,68.273
"Bone And Bones; Osteoporosis; Bone Density",TC.45,9,0.03,6.1,2.11,92.972
"Heavy Metals; Soils; Cadmium",TC.214,9,0.05,170.1,4.23,90.161
"Costs; Internet; Competition",TC.564,9,0.12,-52.7,0.22,40.495
"Adenoviridae; Neoplasms; Dependovirus",TC.477,9,0.14,-100.0,1.17,67.135
"Mangrove; Wetlands; Seagrass",TC.585,9,0.13,-54.7,0.75,72.691
"Library; Librarian; Information",TC.277,9,0.08,-,1.0,49.933
"Cinema; Film; Walter Benjamin",TC.852,9,0.13,-100.0,0.55,2.61
"Algorithms; Data Structures; Data Compression",TC.845,9,0.17,125.0,0.89,21.888
"Alcohols; Ethanol; Alcohol Drinking",TC.433,8,0.12,-51.1,0.74,67.269
"Breast Feeding; Mothers; Infant",TC.552,8,0.08,-78.9,2.26,64.458
"Ecosystem Services; Willingness To Pay; Valuation",TC.955,8,0.12,49.4,3.83,76.64
"Wood; Timber; Wood Products",TC.302,8,0.06,-49.2,1.37,72.155
"Secondary Batteries; Electric Batteries; Lithium Alloys",TC.30,8,0.01,-,2.49,100.0
"Apoptosis; Cells; Neoplasms",TC.421,8,0.08,341.0,0.91,84.806
"Health; Delivery Of Health Care; Women",TC.424,8,0.06,-,18.68,76.908
"Archaeology; Maya; Mexico",TC.383,8,0.11,-18.8,1.29,26.64
"Learning; Geriatrics; Students",TC.923,8,0.17,-68.5,0.77,33.4
"Polyimides; Glass Transition; Ethers",TC.735,8,0.17,-33.7,0.44,47.323
"Planning; Governance; Community",TC.577,8,0.1,-76.1,0.81,60.643
"Aspirin; Inflammation; Cyclooxygenase 2",TC.618,8,0.15,4.2,1.16,65.797
"Phytophthora; Trichoderma; Phytophthora Infestans",TC.425,8,0.11,-,1.38,62.918
"Finite Element Method; Galerkin Methods; Errors",TC.154,8,0.04,86.9,1.8,80.321
"Biosensors; Electrodes; Voltammetry",TC.128,8,0.03,74.5,1.88,98.996
"Science; Risks; Nanotechnology",TC.550,8,0.08,96.1,1.54,71.687
"Viruses; Mosaic Viruses; Phytoplasma",TC.293,8,0.08,-,1.53,74.364
"Gipsy; Muslim; Gender",TC.750,8,0.11,-41.6,0.94,29.652
"Eating Disorders; Anorexia Nervosa; Body Image",TC.364,8,0.06,-9.9,1.38,86.145
"Pesticides; Organophosphates; Insecticides",TC.649,8,0.18,-,1.35,48.059
"Student; Ethics; Integrity",TC.776,8,0.15,-100.0,0.31,38.019
"Hypertrophic Cardiomyopathy; Myosins; Cardiomyopathies",TC.554,8,0.13,-46.3,0.63,60.576
"Atomic Force Microscopy; Self Assembled Monolayers; Molecules",TC.345,8,0.08,22.5,1.35,84.137
"Offense; Police; Offender",TC.207,8,0.04,-54.7,0.6,75.234
"Roofs; Heat Island; Buildings",TC.622,8,0.08,-,2.36,84.404
"Student; Education; Learning",TC.913,8,0.13,187.5,1.53,37.483
"Cannabinoids; Cannabis; Endocannabinoids",TC.318,8,0.06,-57.2,1.02,88.42
"Ethylenes; Apples; Fruit",TC.308,8,0.08,209.3,0.56,74.632
"Sarcopenia; Patients; Aged",TC.782,8,0.08,-,1.14,82.129
"Ginsenosides; Panax; Saponins",TC.1212,8,0.21,14.5,1.17,42.369
"Lithography; Extreme Ultraviolet Lithography; Photoresists",TC.509,8,0.13,-38.2,1.29,36.011
"Martin Heidegger; Nietzsche; Phenomenology",TC.546,8,0.07,-100.0,1.5,22.222
"Contraception; Women; Contraceptive Agents",TC.409,8,0.09,-,6.83,60.776
"Spirituality; Religion; Life",TC.576,8,0.1,100.6,1.78,44.645
"Iran; Iranian; Muslims",TC.1235,8,0.21,-39.2,0.43,7.296
"Law; Lawyer; Legal Education",TC.1020,8,0.24,38.6,0.57,9.304
"SQUIDs; Superconducting Devices; Electric Potential",TC.1086,8,0.21,107.1,0.54,26.975
"Direction Of Arrival; Estimation; Beamforming",TC.822,8,0.13,-80.9,4.65,36.145
"Electrospinning; Nanofibers; Spinning (Fibers)",TC.834,8,0.09,-100.0,2.39,85.475
"Virtual Reality; Feedback; Haptic Interfaces",TC.941,7,0.1,-,0.59,49.197
"Caenorhabditis Elegans; Caenorhabditis Elegans Proteins; Longevity",TC.1265,7,0.17,42.9,1.57,64.793
"Muscles; Duchenne Muscular Dystrophy; Skeletal Muscle",TC.385,7,0.07,-10.2,0.46,80.589
"Glucosinolates; NF-E2-Related Factor 2; Brassica",TC.1276,7,0.16,-,1.35,65.93
"Allergens; Hypersensitivity; Atopic Dermatitis",TC.116,7,0.04,-53.5,2.13,90.629
"Food; Consumers; Farmers",TC.437,7,0.06,-100.0,0.39,73.628
"Photonic Crystals; Photonics; Waveguides",TC.203,7,0.03,-,0.57,86.345
"Microscopy; Microscopic Examination; Imaging Techniques",TC.602,7,0.07,-54.1,0.54,82.731
"Araneae; Spider; Arachnida",TC.685,7,0.17,-100.0,0.83,27.979
"Health; Socioeconomic Factors; Mortality",TC.537,7,0.07,-100.0,0.66,75.301
"MicroRNAs; Long Untranslated RNA; Neoplasms",TC.219,7,0.02,-42.0,2.21,99.398
"Governance; Government; Public Services",TC.611,7,0.09,97.5,1.26,54.685
"Plants; Rhizosphere; Rhizobium",TC.488,7,0.08,51.2,1.54,83.4
"Periodicals As Topic; Open Access; Library",TC.1015,7,0.12,56.0,0.78,41.432
"Olea; Oils; Oils And Fats",TC.598,7,0.09,-14.1,0.33,77.644
"Ribonucleotide Reductases; Bleomycin; Iron",TC.1421,7,0.35,-68.5,0.74,53.748
"Sports; Students; Athletes",TC.443,7,0.06,-16.7,0.74,73.293
"Geography; Student; Geography Education",TC.1298,7,0.26,-100.0,1.47,11.714
"Brain Injuries; Wounds And Injuries; Patients",TC.258,7,0.04,-60.2,1.22,87.015
"Calcium; Calcium Signaling; Ion Channels",TC.232,7,0.07,20.3,0.32,78.112
"Jewish; Jews; Rabbis",TC.1185,7,0.22,116.6,0.93,1.272
"Electromigration; Atomic Layer Deposition; Thin Films",TC.849,7,0.18,24.0,0.56,43.842
"Rheology; Fluids; Shear Flow",TC.801,7,0.15,0.0,0.93,47.724
"Indonesia; Malaysia; Thailand",TC.676,7,0.1,-13.1,0.62,24.9
"Testosterone; Face; Behavior",TC.928,7,0.12,86.9,0.8,59.17
"Exergy; Heat Pump Systems; Rankine Cycle",TC.271,7,0.03,-67.4,0.88,96.051
"Acute Myeloid Leukemia; Patients; Precursor Cell Lymphoblastic Leukemia-Lymphoma",TC.134,7,0.03,-53.7,1.13,92.436
"Economics; Theory; Rousseau",TC.445,7,0.09,-47.9,1.59,19.612
"France; Enlightenment; Introduction",TC.813,7,0.12,73.7,0.39,2.878
"Music; Jazz; Popular Music",TC.873,7,0.11,-50.6,1.62,12.651
"Tuberculosis; Mycobacterium Tuberculosis; Multidrug-Resistant Tuberculosis",TC.72,7,0.03,-52.2,1.52,91.232
"Dinosaur; Cretaceous; Fossils",TC.375,7,0.12,-5.7,0.93,58.099
"Bacteriophages; Genome; Viruses",TC.1232,7,0.2,-100.0,0.75,61.914
"Seeds; Gingiva; Polysaccharides",TC.1311,7,0.23,-,0.91,54.016
"Carotenoids; Vitamin A; Crocus",TC.747,7,0.13,-,1.97,64.926
"Chronic Renal Insufficiency; Renal Dialysis; Dialysis",TC.221,7,0.05,-,0.68,81.995
"Deglutition Disorders; Stroke; Patients",TC.1207,7,0.18,-53.8,6.62,32.999
"Students; Learning; Teaching; Course",TC.684,7,0.11,13.2,0.4,36.881
"Radio Frequency Identification (RFID); Technology; Internet",TC.872,7,0.09,-100.0,6.51,62.316
"Chiroptera; Bat; Rodents",TC.296,7,0.09,52.3,0.62,59.036
"Rhetoric; Feminist; Feminism",TC.791,7,0.11,126.0,5.86,21.084
"Psychology; Well-Being; Happiness",TC.713,7,0.08,-15.1,1.29,65.663
"Inductively Coupled Plasma Mass Spectrometry; Atomic Absorption Spectrometry; Inductively Coupled Plasma",TC.274,7,0.09,18.5,0.62,77.912
"Artificial Respiration; Adult Respiratory Distress Syndrome; Noninvasive Ventilation",TC.382,7,0.07,76.1,2.32,71.218
"Fiction; Postcolonial; Introduction",TC.867,7,0.12,-,9.7,5.622
"Peptides; Antimicrobial Cationic Peptides; Beta-Defensins",TC.1071,7,0.14,-71.6,1.52,71.754
"Kaolinite; Clay Minerals; Nanotubes",TC.815,7,0.13,81.5,1.08,69.21
"Sociology; Canada; Student",TC.940,7,0.2,-76.2,0.0,6.359
"Great Britain; Eighteenth Century; Nineteenth Century",TC.480,7,0.09,-100.0,0.38,16.667
"Curcumin; Curcuma; Ginger",TC.1127,7,0.12,-,2.94,71.62
"Air; Plan; Law",TC.1110,7,0.25,-,1.79,6.894
"Civil War; Slaves; Slavery",TC.947,7,0.18,-,0.02,2.41
"Judgment; Decision Making; Probability",TC.780,7,0.11,171.3,2.75,54.886
"Watersheds; Soil Erosion; Catchments",TC.476,7,0.08,-,0.4,74.163
"Knowledge Management; Industry; Research",TC.325,7,0.06,-73.9,1.59,67.47
"Volcanoes; Volcanic Eruption; Volcanology",TC.465,7,0.11,-64.0,0.97,70.415
"International Law; Human Rights; Responsibility",TC.363,7,0.06,35.5,0.92,33.802
"Africa; African; South Africa",TC.483,6,0.07,-58.6,1.08,34.337
"Exercise; Hot Temperature; Athletes",TC.756,6,0.11,-100.0,0.69,56.894
"Servers; Queueing Theory; Markov Processes",TC.843,6,0.11,-,1.53,35.81
"Students; Chemistry; Laboratory",TC.1148,6,0.19,-100.0,0.33,23.762
"Wheat; Triticum; Triticum Aestivum",TC.617,6,0.12,-56.0,2.71,58.501
"Macroalgae; Rhodophycota; Seaweed",TC.454,6,0.08,-,1.48,74.23
"Propulsion; Communication; Liquid Metals",TC.1342,6,0.1,-,1.31,79.384
"Integral Equations; Scattering; Method Of Moments",TC.597,6,0.08,-50.7,0.67,34.404
"Forgiveness; Communication; Students",TC.768,6,0.11,-5.5,2.33,44.913
"Zinc; Copper; Hepatolenticular Degeneration",TC.608,6,0.12,84.9,0.78,54.752
"Adsorption; Adsorbents; Activated Carbon",TC.191,6,0.03,-,1.69,97.189
"Tides; Ocean; Ocean Currents",TC.252,6,0.05,-,2.31,79.652
"Chemotaxis; Tumors; Global Existence",TC.1338,6,0.17,79.9,1.0,40.027
"Buddhist; Buddhism; India",TC.1016,6,0.13,-,1.0,3.28
"Nigeria; Africa; African",TC.513,6,0.07,-100.0,0.27,23.092
"Suicide; Suicidal Ideation; Wounds And Injuries",TC.531,6,0.06,-100.0,2.07,73.829
"Peptide Hydrolases; Enzymes; Alpha-Amylases",TC.1045,6,0.19,-100.0,0.72,37.684
"Drosophila; Insects; Drosophila Melanogaster",TC.342,6,0.08,-1.5,1.7,72.222
"Fungi; Magnaporthe; Oryza Sativa",TC.991,6,0.17,-,1.0,55.221
"Russia; Russian; Ukraine",TC.549,6,0.07,-70.6,0.5,41.901
"Intelligence; Military; War",TC.1132,6,0.17,55.4,0.23,12.115
"Japan; Japanese; Korea",TC.949,6,0.12,-100.0,0.28,6.024
"Intercropping; Nutrient Management; India",TC.954,6,0.15,-100.0,1.54,27.51
"Industry; Information Systems; Research",TC.254,6,0.04,-,1.41,76.238
"Helicobacter Pylori; Gastroesophageal Reflux; Helicobacter Infections",TC.90,6,0.03,212.7,1.39,85.944
"Inositol; Alkaline Phosphatase; Hypophosphatasia",TC.1359,6,0.32,-100.0,0.97,31.459
"Research; Data; Information Dissemination",TC.1257,6,0.11,-38.6,0.5,66.867
"Cuba; Slaves; Brazil",TC.819,6,0.1,-,1.63,9.371
"Algae; Microalgae; Biodiesel",TC.517,6,0.05,-22.1,1.97,92.637
"Network Protocols; Internet Protocols; Mobile Telecommunication Systems",TC.624,6,0.1,75.8,1.23,30.991
"Memory; Hippocampus; Learning",TC.412,6,0.07,-52.7,0.62,80.12
"Structure (Composition); Airships; Cables",TC.973,6,0.11,-,0.81,35.676
"Dengue; Viruses; Dengue Virus",TC.170,6,0.03,-100.0,3.37,98.327
"Pituitary Neoplasms; Growth Hormone; Acromegaly",TC.217,6,0.06,-100.0,0.69,68.942
"Research; Science; Periodicals As Topic",TC.932,6,0.08,-35.5,14.45,73.427
"Breast Neoplasms; Early Detection Of Cancer; Women",TC.595,6,0.07,-4.6,1.07,75.033
"Ultrashort Pulses; Laser Induced Breakdown Spectroscopy; Ultrafast Lasers",TC.435,6,0.06,116.7,1.16,76.104
"Folic Acid; Homocysteine; Vitamin B 12",TC.378,6,0.07,-,1.09,72.825
"Sepsis; Acute Kidney Injury; Patients",TC.251,6,0.03,-21.8,1.97,88.153
"Grief; Bereavement; Death",TC.1167,6,0.15,-100.0,1.06,32.262
"Child; Geography; Research",TC.596,6,0.06,17.4,0.48,49.398
"Paclitaxel; Breast Neoplasms; Taxoids",TC.1081,6,0.2,-100.0,2.58,36.278
"Buildings; Design; Urban Planning",TC.857,6,0.08,-100.0,2.81,59.772
"Terahertz Waves; Terahertz Spectroscopy; Millimeter Waves",TC.701,6,0.07,-62.5,0.61,54.083
"Circuit Resonance; Magnetic Resonance; Stochastic Systems",TC.1125,6,0.18,11.9,0.2,31.124
"Thermal Barrier Coatings; Sprayed Coatings; Plasma Spraying",TC.534,6,0.07,-,0.65,67.336
"Lipases; Biocatalysts; Biocatalysis",TC.323,6,0.06,-,1.28,87.082
"Mycorrhizal Fungi; Basidiomycota; Fungus",TC.479,6,0.09,-100.0,1.44,68.005
"Lectins; Ricin; Immunotoxins",TC.1097,6,0.26,-,0.26,34.471
"Nursing Homes; Long-Term Care; Caregivers",TC.482,6,0.07,-100.0,1.2,57.095
"Ciliophora; Paramecium; Tetrahymena",TC.1286,6,0.42,-,0.45,20.482
"Urotensins; Gills; Fishes",TC.1046,6,0.3,-51.6,1.33,19.277
"Quantum Chemistry; Density Functional Theory; Molecular Orbitals",TC.145,6,0.04,-1.1,1.48,91.365
"Railroads; Rails; Railroad Transportation",TC.606,6,0.06,-,2.06,51.606
"Spain; Spanish; Spanish Civil War",TC.887,6,0.09,-100.0,0.1,13.922
"Corals; Coral Reefs; Cnidaria",TC.399,5,0.06,-100.0,0.99,80.388
"Predator Prey Systems; Epidemic Model; Predator-Prey Model",TC.561,5,0.05,-,0.48,61.58
"Slaves; History; New England",TC.1019,5,0.14,-44.6,0.65,2.945
"Structural Health Monitoring; Damage Detection; Modal Analysis",TC.514,5,0.04,-51.1,0.33,69.746
"Earthquakes; Seismology; Seismic Response",TC.226,5,0.03,-1.2,1.4,79.786
"Character Recognition; Optical Character Recognition; Feature Extraction",TC.724,5,0.07,-,0.49,37.55
"Volunteers; Nonprofit; Charity",TC.1034,5,0.1,-100.0,1.12,32.731
"Polyelectrolytes; Neurophysiology; Multilayer Films",TC.1326,5,0.12,-,1.94,74.431
"Decoding; Construction; Polynomials",TC.766,5,0.08,-100.0,1.35,22.557
"Excited States; Proton Transfer; Fluorescence",TC.785,5,0.13,-,1.05,57.296
"Herbicides; Soils; Pesticides",TC.732,5,0.11,216.6,4.62,64.19
"Finite Automata; Formal Languages; P Systems",TC.697,5,0.09,-3.4,0.96,25.368
"China; Chinese; Qing",TC.677,5,0.07,-57.7,0.77,13.119
"Algorithms; Network Protocols; Fault Tolerance",TC.1130,5,0.16,-100.0,0.28,8.501

"© 2019 Elsevier B.V. All rights reserved. SciVal, RELX Group and the RE symbol are trade marks of RELX Intellectual Properties SA, used under license."
